,cell_area_ratio,white_area_ratio,e2e_n,e2e_distance_mean,e2e_distance_std,e2e_distance_median,e2e_distance_mad,e2e_eu_distance_mean,e2e_eu_distance_std,e2e_eu_distance_median,e2e_eu_distance_mad,e2e_distance_ratio_mean,e2e_distance_ratio_std,e2e_distance_ratio_median,e2e_distance_ratio_mad,j2e_n,j2e_distance_mean,j2e_distance_std,j2e_distance_median,j2e_distance_mad,j2e_eu_distance_mean,j2e_eu_distance_std,j2e_eu_distance_median,j2e_eu_distance_mad,j2e_distance_ratio_mean,j2e_distance_ratio_std,j2e_distance_ratio_median,j2e_distance_ratio_mad,j2j_n,j2j_distance_mean,j2j_distance_std,j2j_distance_median,j2j_distance_mad,j2j_eu_distance_mean,j2j_eu_distance_std,j2j_eu_distance_median,j2j_eu_distance_mad,j2j_distance_ratio_mean,j2j_distance_ratio_std,j2j_distance_ratio_median,j2j_distance_ratio_mad,nodes_n,nodes_max,nodes_mean,nodes_std,nodes_median,nodes_mad,branch_thickness_medial_axis_mean,branch_thickness_medial_axis_std,branch_thickness_medial_axis_median,branch_thickness_medial_axis_mad,branch_thickness_voronoi_mean,branch_thickness_voronoi_std,branch_thickness_voronoi_median,branch_thickness_voronoi_mad,texture_std_filter_mean,texture_std_filter_std,texture_std_filter_median,texture_std_filter_mad,texture_entropy_filter_mean,texture_entropy_filter_std,texture_entropy_filter_median,texture_entropy_filter_mad
NegsiRNA_C3b_NO,0.6383855607774522,0.31039386325412327,2,2.0,1.4142135623730951,2.0,1.0,2.0,1.4142135623730951,2.0,1.0,1.0,0.0,1.0,0.0,399,16.780008820641488,11.593472804626764,14.542472332656482,4.543945011715531,15.746890671941303,10.434742744110048,13.924399049470289,4.355569444967967,0.945394615280908,0.042390355722853205,0.9475745514803954,0.018062422130844413,843,50.85330717322929,35.20044462767764,43.15551729391338,23.902901482569906,46.77387289271912,31.67769803805099,39.856687714304144,21.791113454017207,0.9308066737345002,0.03629746715862587,0.9306032378508895,0.016319676426861718,2143,5,3.131124591693887,0.3457319190334505,3.0,0.0,8.968683242797852,4.95556116104126,8.062257766723633,2.96323823928833,9.92566967010498,4.637908935546875,9.0,2.7046995162963867,1383.4024658203125,773.0720825195312,1197.64111328125,419.10272216796875,3.7862517833709717,0.5260782241821289,3.8005495071411133,0.37274837493896484
FHOD1_D3_NS,0.6452060275607638,0.271842532687717,3,27.13232320655665,45.262511513567354,1.0,0.0,25.342340697762328,42.16217086367599,1.0,0.0,0.9774552792459366,0.039048601788490477,1.0,0.0,256,19.569754082684465,19.357541629447287,14.08106422635299,6.704048793422778,18.037652109199144,16.65859588266772,13.186396818709424,6.052751965698549,0.9393639988782374,0.06334825876315589,0.9446046215752268,0.018208003910069437,570,63.44187445030217,46.15289660466735,53.801698272001005,27.494750336488465,57.762544710243404,40.65810390640659,49.13591279513277,23.955423134763365,0.9254930823325307,0.044568944501633415,0.9289693489980553,0.016765881071991673,1408,4,3.133522727272727,0.3401388078040789,3.0,0.0,9.379240036010742,5.7515764236450195,8.0,3.180339813232422,9.905112266540527,5.537528991699219,8.5440034866333,3.444983959197998,1858.3585205078125,1293.49169921875,1501.684326171875,597.7662353515625,3.9945907592773438,0.5774597525596619,4.0200371742248535,0.40559816360473633
PALLD_F1_NO,0.6030631595187717,0.33611128065321183,0,,,,,,,,,,,,,214,21.65972447405141,18.237877313855353,17.11427648405148,6.684713389171855,20.251043074429568,16.43116944727924,16.333191665932226,6.335784048754634,0.9465575196123639,0.03270344357719236,0.9493315344880081,0.018412927296867942,704,60.9111917511673,37.37053113055357,54.177984983036225,28.88771962776105,56.36523513309632,33.90376731698352,50.7893362303548,26.335518208332836,0.9345406965880912,0.030807111721742903,0.9329706657788606,0.012782574132322422,1632,4,3.1237745098039214,0.32932412685183043,3.0,0.0,10.123637199401855,5.534129619598389,9.219544410705566,2.86350154876709,10.814382553100586,4.883221626281738,9.899495124816895,2.828427314758301,1615.9193115234375,1013.5911254882812,1350.47607421875,501.8983154296875,3.9223179817199707,0.5301070809364319,3.9330031871795654,0.3843197822570801
NegsiRNA_A1b_NO,0.7322798834906684,0.22897805107964408,0,,,,,,,,,,,,,427,15.881386276683962,13.23442239364567,13.205442557676454,4.922816212606969,14.851549963495872,12.12645318761906,12.31107225224513,4.561072252245131,0.9377317424999622,0.06835688189123432,0.9452093477507768,0.01881888562514966,710,50.1351463283716,42.52899104752336,37.07169871861058,22.178653460825785,45.89608559759939,38.0503410030183,34.38019359708318,20.095047853742315,0.9295642346990443,0.03829097440470728,0.9302979168480323,0.018566852939903677,1925,6,3.1418181818181816,0.3760931332319518,3.0,0.0,8.12447738647461,5.958939075469971,6.4031243324279785,2.816420078277588,8.739377975463867,5.9981513023376465,7.071067810058594,2.9479622840881348,1334.4892578125,841.5474853515625,1138.6304931640625,430.07177734375,3.7253122329711914,0.577605128288269,3.763096570968628,0.40441393852233887
NegsiRNA_I1_NS,0.6126026577419705,0.2990519205729167,2,1.5,0.7071067811865476,1.5,0.5,1.5,0.7071067811865476,1.5,0.5,1.0,0.0,1.0,0.0,263,18.03231037806337,15.497258448972822,13.649494936611669,5.232885741892714,16.803185047765943,13.758298994863154,12.963892162464173,4.9599868656731125,0.9446397897798305,0.03136547443791214,0.9441025241719752,0.01744262916492012,722,58.38507295192689,36.32674597245882,51.749083930577875,22.26232785778064,54.11157097730715,33.10679565557173,48.706911871383454,20.46519315532087,0.935251715943622,0.03199907689683478,0.932514244068908,0.013683077938703214,1734,5,3.1170703575547867,0.32684108760869984,3.0,0.0,9.130908966064453,5.313414573669434,8.0,3.0,9.671311378479004,5.040160655975342,8.485280990600586,2.8284268379211426,1602.885498046875,1020.9010620117188,1321.4814453125,498.31793212890625,3.8971734046936035,0.553714394569397,3.9109559059143066,0.3907194137573242
FYN_E2_NO,0.5920814938015408,0.31719207763671875,2,1.2071067811865475,0.29289321881345254,1.2071067811865475,0.20710678118654757,1.2071067811865475,0.29289321881345254,1.2071067811865475,0.20710678118654757,1.0,0.0,1.0,0.0,273,20.351449552516446,16.26443688335242,15.992640687119286,6.391504716985848,18.922223593032953,14.312849481879923,14.866068747318506,5.8072332813217855,0.941132019042752,0.04890312523134568,0.9462816703845319,0.017123150186494462,647,60.64962137007281,43.89258991320651,51.34916810780928,28.071067811865426,55.28929386127702,38.80575432028964,47.400187528930644,25.445689128830494,0.9275312790517128,0.04887114130300574,0.9298654133051414,0.018266114017630564,1561,5,3.119795003203075,0.33444029409531073,3.0,0.0,10.2492036819458,5.917173862457275,9.0,3.614835262298584,11.084783554077148,5.707809925079346,9.899495124816895,3.554128646850586,1835.486328125,1191.3992919921875,1538.2275390625,603.02197265625,3.9986279010772705,0.5639143586158752,4.032550811767578,0.396120548248291
ARGHGAP10_C1_NO,0.5964007907443576,0.34413443671332467,2,3.121320343559643,0.9999999999999996,3.121320343559643,0.7071067811865472,2.9208096264818892,0.9683709267122023,2.9208096264818892,0.6847416489820994,0.9339968236001219,0.011012680317483666,0.9339968236001219,0.0077871409315323215,352,20.676187648530842,16.72220135236152,16.303090415820627,6.645038350155316,19.285100373250405,14.87355358487718,15.584892970081325,6.323060007335917,0.9456980284625417,0.03244926707579105,0.9474406763518313,0.0190223312168043,742,54.99936669910877,37.610200027197266,46.41470432976958,24.789241050368382,50.56515822634359,33.64234750247491,43.37241429423305,22.388681391193273,0.9299773846350409,0.03404698606785439,0.9299772063056568,0.016055592128662033,1864,5,3.1276824034334765,0.3353394827041963,3.0,0.0,10.418909072875977,6.436460971832275,9.219544410705566,3.8343796730041504,11.258613586425781,6.128349781036377,10.0,3.6754446029663086,1845.099365234375,1132.3660888671875,1558.3804931640625,582.7572021484375,4.036399841308594,0.5298641324043274,4.062891483306885,0.37682437896728516
NegsiRNA_H1_NO,0.5571816762288412,0.35284720526801217,3,1.8047378541243653,1.393846850117352,1.0,0.0,1.7207592200561266,1.248391589160928,1.0,0.0,0.9754032275561966,0.0426028595748777,1.0,0.0,374,19.76190407690124,16.0323602769032,15.313708498984766,5.656854249492376,18.494245141096894,14.407595271297314,14.676132210070193,5.303665732131594,0.946750108483037,0.036671428472440454,0.9479272884397855,0.01970920921441971,770,52.64413950929669,37.995346223393206,43.806664639476566,23.3593717401847,48.463197314505244,34.3555270799744,40.71791959652906,21.185748978014626,0.931784948219648,0.03496413702299441,0.9307153017038357,0.01657385331378919,1947,5,3.1268618387262457,0.33741602910925084,3.0,0.0,11.20055866241455,7.069430828094482,9.899495124816895,4.068543434143066,12.359493255615234,6.824916362762451,11.0,3.9289321899414062,1713.9874267578125,1060.0103759765625,1426.4847412109375,493.8858642578125,3.9924607276916504,0.5116735696792603,4.000028133392334,0.36023449897766113
NegsiRNA_L3_CA,0.6133490668402778,0.20091756184895834,5,9.297056274847716,14.781990032810677,3.0,2.0,8.013776741499452,11.946724568757457,3.0,2.0,0.963836286943468,0.08086452071320213,1.0,0.0,386,16.84524017356085,18.332573292871174,12.186922407760342,5.187035037406124,15.500316788996315,15.95069726042651,11.52833687003111,4.778851292925678,0.9393679246496104,0.0483487228036901,0.9423209152909922,0.017141956491345145,697,50.66603395703159,40.59858943485115,39.15770006080558,21.290117012721822,45.5946764525215,35.80092806917342,35.704127523610246,19.07228891341573,0.9193720498010994,0.06264232652798696,0.9278513661673968,0.01973183033200343,1849,5,3.135208220659816,0.34352383249361484,3.0,0.0,7.034375190734863,5.2449493408203125,5.656854152679443,2.4054036140441895,7.2318925857543945,4.895117282867432,6.0,2.062257766723633,1279.3790283203125,821.6566772460938,1070.57763671875,393.9665832519531,3.66684627532959,0.5920543074607849,3.6855881214141846,0.40564608573913574
NegsiRNA_D2_NS,0.6407483418782552,0.2638876173231337,3,14.852116395368016,16.57215264283834,9.0,7.0,11.912877917901985,11.645815109718372,9.0,7.0,0.9124088719793394,0.15171228402405418,1.0,0.0,311,16.945208539545575,16.794739029203313,12.164213562373094,5.1494949366116725,15.72508338997114,15.044797699649058,11.47006974695446,4.646397714976369,0.9426837825714911,0.03629778117692999,0.9442119848676116,0.017181817780003605,724,56.066464449105915,40.02861639058246,46.855063979699494,26.240787495648014,51.68213208176836,36.39489010315796,43.966504789111816,24.373737447603,0.9317336217218279,0.03675136939826048,0.9311929088260704,0.01497249289304875,1847,5,3.142934488359502,0.357656826527947,3.0,0.0,8.40383243560791,5.454583644866943,7.0,2.876894474029541,8.830710411071777,5.22880220413208,7.211102485656738,2.738966464996338,1502.3759765625,1001.0484619140625,1244.9501953125,476.9859619140625,3.834475517272949,0.5635890960693359,3.85473370552063,0.4022347927093506
FHOD1_D1_CA,0.6522358788384331,0.26416905721028644,0,,,,,,,,,,,,,260,16.51391249577052,12.932333599087329,13.278174593052025,5.275520999150054,15.425523342095923,11.737949346963193,12.558244170447539,4.67946801958947,0.9414930371361476,0.0357264776981677,0.9419562795314232,0.01496392678830577,690,59.74454912670447,42.61984029327341,49.75584906277731,26.684855548019993,55.06776643917363,38.665096479090465,46.317076822270636,24.16219772000267,0.9316329399767335,0.03553023949250535,0.9309349349524212,0.01696989025384321,1641,5,3.1340645947592933,0.3495498882958642,3.0,0.0,8.356522560119629,5.195846080780029,7.071067810058594,2.5989317893981934,8.698283195495605,4.915400981903076,7.211102485656738,2.2111024856567383,1151.971435546875,748.8792724609375,945.8154296875,345.805908203125,3.573857307434082,0.5868140459060669,3.5710575580596924,0.41205358505249023
ACTR3_C3_CA,0.6269976298014323,0.2857534620496962,2,8.5,10.606601717798213,8.5,7.5,8.5,10.606601717798213,8.5,7.5,1.0,0.0,1.0,0.0,321,17.90448190295061,14.295661773261369,14.672203781998913,5.398864029866566,16.838092776040973,13.153775755145153,13.924399049470216,5.090397820336198,0.9472058859154916,0.034488059369025506,0.947658900051303,0.017700713908444854,729,54.934331249422314,38.34713527066124,45.827931941480934,24.112694333208733,50.896141825412684,35.151142924311614,42.850029171518656,22.418571943889347,0.9351137800957752,0.030390910926725544,0.9331016122705432,0.01401935610814009,1801,5,3.123820099944475,0.3327306284880108,3.0,0.0,8.9805326461792,5.038370609283447,8.0,3.0,9.590086936950684,4.582551956176758,8.485280990600586,2.654329299926758,1195.2799072265625,705.7098999023438,1015.5579223632812,362.97283935546875,3.6333837509155273,0.5460809469223022,3.637284278869629,0.39479541778564453
NegsiRNA_L3_NS,0.6951728396945529,0.22679053412543404,10,3.489949493661167,5.458911925395821,1.4142135623730951,0.41421356237309515,3.3640986324787456,5.205001909590282,1.4142135623730951,0.41421356237309515,0.9808420622412053,0.03189504568116661,1.0,0.0,548,18.015479724136313,15.932210992000917,14.533869682422585,5.754851297557037,16.638219140221043,14.012674043632744,13.517980168082326,5.289616053169555,0.9353145313212872,0.047431022473309686,0.9396834906031579,0.01661028004162346,893,38.95203601918433,35.596779113481546,28.142135623730955,15.278248890160205,35.66199250458364,32.359562899353925,25.806975801127876,13.318925957822055,0.9291423528691803,0.046858757225015576,0.9316140057848338,0.020266182836446323,2377,5,3.129575094657131,0.3469264474909654,3.0,0.0,7.722085952758789,5.1578569412231445,6.4031243324279785,2.816420078277588,8.539692878723145,5.044686794281006,7.071067810058594,2.9289321899414062,1090.7828369140625,607.0816650390625,949.9400024414062,322.038330078125,3.528653621673584,0.5556821823120117,3.545647144317627,0.3756403923034668
NegsiRNA_D3_NO,0.6128508249918619,0.3189252217610677,6,3.7761423749153966,3.235928949517936,2.5,1.5,3.614473486288231,2.9870884989071365,2.5,1.5,0.9796110098047378,0.03295951083219023,1.0,0.0,390,20.62302014499943,17.40763154662107,16.963624321753365,6.503057987763764,19.186851966631668,15.247255489539077,16.022661093268198,6.128779706831013,0.9440232225943983,0.03556854151299734,0.9444180241322597,0.017466373129572832,662,53.61739252493658,38.270313293419726,42.75348291291998,22.034832272967368,49.20052579514885,34.33620851294931,39.2263568626187,19.728913046273554,0.9296166089515793,0.040246077421999114,0.9294819984659128,0.01858380070281712,1727,5,3.1279675738274464,0.34261094820825055,3.0,0.0,10.998406410217285,6.9468159675598145,9.848857879638672,3.848857879638672,12.096731185913086,6.360440731048584,10.630146026611328,3.5590782165527344,2052.242431640625,1256.67333984375,1753.0213623046875,692.467041015625,4.1037750244140625,0.5467306971549988,4.149925231933594,0.3881540298461914
GNB2L1_E3_NO,0.6547400156656901,0.28796810574001735,0,,,,,,,,,,,,,295,21.66862459882543,21.87430662669577,15.313708498984766,7.298358966478235,20.180882519874267,19.806812100672925,14.613540144521876,6.881931141359723,0.9441286855367372,0.03395496069128547,0.9462816703845295,0.020071987715939876,560,60.164125943185546,45.20708375983577,48.307400979006104,27.096745442659234,55.143006650311804,40.77690581732426,44.470974939002545,25.127593198965364,0.9278672196072415,0.03552379730134277,0.928716894973148,0.018428697170907005,1423,5,3.1222768798313423,0.3402324686949854,3.0,0.0,10.19021224975586,6.361100196838379,8.602325439453125,3.602325439453125,11.170374870300293,6.224737644195557,9.486832618713379,3.513167381286621,1407.2847900390625,897.3705444335938,1163.842041015625,426.85882568359375,3.7615439891815186,0.5592373013496399,3.763096570968628,0.39479517936706543
ACTR3_C1_NS,0.5715266333685981,0.3384140862358941,1,3.4142135623730954,,3.4142135623730954,0.0,3.1622776601683795,,3.1622776601683795,0.0,0.9262096826685896,,0.9262096826685896,0.0,299,20.824543344802564,15.925518988431518,16.276510369541985,6.122444446688197,19.550490609113893,14.640475673013404,15.620499351813306,5.676210091695705,0.9460866139163667,0.028944579435993992,0.9420694358779057,0.015527354918904557,745,57.15343283021297,37.31371753993014,50.515980439251614,24.880759882127414,52.81555624606047,33.82034197761058,46.99239004585975,21.972398039466142,0.9345577552318389,0.0330309593834917,0.9332045911158249,0.014896670786158861,1862,5,3.13265306122449,0.35163779293587244,3.0,0.0,10.240034103393555,6.151236534118652,9.219544410705566,3.8343796730041504,10.963855743408203,5.786521911621094,10.0,3.8924436569213867,1717.22802734375,1149.82763671875,1403.9298095703125,547.8109741210938,3.9540908336639404,0.5604475736618042,3.9754748344421387,0.4013810157775879
NegsiRNA_A1_CA,0.6922763800442104,0.24138556262829136,1,20.242640687119287,,20.242640687119287,0.0,15.620499351813306,,15.620499351813306,0.0,0.7716631240583585,,0.7716631240583585,0.0,280,17.747788087112827,15.328733934734387,15.400231276141138,5.4404873933478175,16.632968657516177,14.079301213208641,14.866068747318506,5.276162621316669,0.9448461323074101,0.0343433369012354,0.943562569160453,0.0168427650097277,511,59.475973239887864,44.731359647666615,47.34146220587985,24.856676014906427,54.7246938082581,40.70284849586769,43.47285232060227,22.79643208443383,0.9285102657822648,0.037008406318311524,0.930172461921547,0.014732862758786491,1311,5,3.116704805491991,0.3281180472116233,3.0,0.0,9.24407958984375,5.633561611175537,8.485280990600586,4.0131449699401855,10.046738624572754,5.5539960861206055,9.219544410705566,3.826619863510132,2071.76708984375,1361.5843505859375,1736.4296875,698.6396484375,4.105875492095947,0.5509512424468994,4.149925231933594,0.38762664794921875
JUP_D3_NS,0.6910555097791884,0.21476915147569445,1,4.0,,4.0,0.0,4.0,,4.0,0.0,1.0,,1.0,0.0,328,19.692570807759516,23.518673269382145,11.817610278562093,5.91031178279577,18.081437750471117,20.92004632799578,11.168063442800856,5.41095028911783,0.9382100599297684,0.03736594012364956,0.9380117401520283,0.01779488245219124,650,54.781321576701785,42.99419680931043,41.58611684455231,20.838139986772603,49.534995594454166,37.34016061522544,38.45876169501139,18.589755814254254,0.9212230032559726,0.05330943450378149,0.9294888643220619,0.02078775398838001,1668,5,3.1384892086330933,0.35735589137017965,3.0,0.0,7.246229648590088,5.080508708953857,5.830951690673828,2.41525936126709,7.661453723907471,5.083956241607666,6.082762718200684,2.461240768432617,1661.358154296875,944.195556640625,1450.411376953125,502.0462646484375,3.944091796875,0.5368238091468811,3.9792208671569824,0.3614184856414795
ENAH_B3_NS,0.6527076297336154,0.2569986979166667,0,,,,,,,,,,,,,256,20.640411945356238,21.267708940844738,14.737918475845337,6.6640402678487165,19.136627620427298,18.95175590390858,13.957384062200102,6.116784586442826,0.9399553900765043,0.033341830834479155,0.9398281119577399,0.01571570902440278,557,64.57086480513709,48.218514181491734,53.05620059188751,27.89054569732925,58.70926607843917,41.75922966596326,49.82420484953964,25.354268646562232,0.9256028867951515,0.0412326484690671,0.9275103016461363,0.01781846042101154,1442,6,3.133148404993065,0.3517693598836238,3.0,0.0,8.91888427734375,6.071108341217041,7.211102485656738,3.2111024856567383,9.417680740356445,6.118627071380615,7.8102498054504395,3.338113784790039,1585.62939453125,1075.089599609375,1289.640869140625,482.07122802734375,3.88096284866333,0.5588870048522949,3.888110637664795,0.3942685127258301
CGLN1_C2_NS,0.6653749677870009,0.2666799757215712,2,70.88477631085023,35.23401871576772,70.88477631085023,24.91421356237308,62.55366943605847,35.22892107585258,62.55366943605847,24.910608986621046,0.8659246681641893,0.06657163014265265,0.8659246681641893,0.04707325110851246,287,16.824633746177092,18.629451349951648,11.858884758402828,5.202030508910448,15.597934541166595,16.800944040447625,11.227755786442811,5.027755786442824,0.9388726795867087,0.05811393426068668,0.9445494267081732,0.018339744039583605,689,59.55089665861392,43.994073866828,49.22876787267105,28.448480770835666,54.16902893005806,38.94656977525446,45.491146879853794,25.35273692386279,0.9248265094785285,0.04180294118578259,0.9289849239905381,0.016032982234562065,1711,6,3.1332554061952074,0.3516827439869239,3.0,0.0,8.326045036315918,6.299426078796387,6.324555397033691,2.6754446029663086,8.666337966918945,6.191450595855713,6.7082037925720215,2.5850982666015625,1082.084716796875,767.262451171875,876.72021484375,306.50775146484375,3.5097110271453857,0.5769423246383667,3.4970645904541016,0.4038867950439453
FMN1_D1_NS,0.6674955156114366,0.26635657416449654,2,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,257,21.72097942227299,21.292663745476414,14.073463444211303,5.7703132130414225,20.05904643511982,19.24892379562273,13.41640786499874,5.361043882602372,0.9376923051011342,0.034005361874193285,0.9384251463897375,0.015292702762993438,648,62.40633737573847,43.03682312834899,53.33168791452924,28.29521688654735,57.01173565437614,38.35654068227114,49.446130142130485,25.342119319211953,0.9265253516152681,0.03845472438454821,0.9295828664973554,0.018445358284638613,1586,5,3.119167717528373,0.325926075476281,3.0,0.0,8.007173538208008,4.367679595947266,7.071067810058594,2.1484766006469727,8.552425384521484,4.192789077758789,7.6157732009887695,2.283721923828125,925.1771850585938,591.9497680664062,757.2217407226562,273.2352294921875,3.336301326751709,0.592113196849823,3.3158280849456787,0.42105984687805176
PALLD_F1_CA,0.598494635687934,0.32877816094292533,1,1.0,,1.0,0.0,1.0,,1.0,0.0,1.0,,1.0,0.0,178,24.41200915476764,24.770380620988792,15.795109434263335,7.035533905932771,22.390687308539032,21.43554388285877,15.3151912115211,6.777692228277269,0.9434311835243393,0.040103793138926126,0.951652705336452,0.022114792020712204,687,62.79622661970492,41.06835955946776,54.62692181470434,25.89949493661164,57.817438329771775,37.02584840804187,51.33766215514257,23.824029170747355,0.9317626137789656,0.03663198590086863,0.9318350922762226,0.015207434987627888,1591,5,3.127592708988058,0.34475387706046745,3.0,0.0,9.953063011169434,5.351678371429443,9.0,3.0,10.539340019226074,5.098130702972412,9.433980941772461,2.7725744247436523,1550.7039794921875,1032.9058837890625,1251.5162353515625,479.499267578125,3.862028121948242,0.551404595375061,3.859337091445923,0.4030325412750244
NegsiRNA_D1_NO,0.6073811848958334,0.3272963629828559,2,1.4142135623730951,0.0,1.4142135623730951,0.0,1.4142135623730951,0.0,1.4142135623730951,0.0,1.0,0.0,1.0,0.0,434,16.72450189029764,10.20348186699305,14.72792206135786,5.5402100032368615,15.711644385942513,9.398163116505575,13.92439904947027,5.227078370175125,0.9439601709775607,0.045196165857628756,0.9476727759083676,0.018318345504159728,859,50.41643207730467,37.13459128269927,40.6702359196747,22.24264068711937,46.249720100760115,33.113858178900024,37.836728922510616,20.285986086339406,0.9311164284330564,0.03673926904778357,0.9313149460465199,0.01766752899183377,2145,6,3.117948717948718,0.3339102055076772,3.0,0.0,9.416742324829102,5.2505784034729,8.485280990600586,3.10011625289917,10.453954696655273,4.910339832305908,9.219544410705566,2.894989013671875,1112.4810791015625,659.2048950195312,946.6151123046875,338.41717529296875,3.5460774898529053,0.5626024603843689,3.5527596473693848,0.39813709259033203
NegsiRNA_E1_NO,0.6598192850748698,0.2541419135199653,2,25.020815280171313,5.000000000000003,25.020815280171313,3.5355339059327395,22.214256971104057,5.920605918612507,22.214256971104057,4.186500593784112,0.88179458503891,0.060415017516072124,0.88179458503891,0.04271986857111865,321,18.7212934544933,18.908188656179885,14.631202762478186,6.56013495061271,17.375299546035617,16.874893048688946,13.780017739062894,6.1061081169153715,0.9376551335276831,0.06703090661802329,0.9479155070627834,0.01947978170512288,600,56.49151320469861,43.08214294519032,47.02834990707604,25.81714056379253,51.88497443160472,38.77540898374951,44.01196542582756,23.70866478707345,0.9303414596020839,0.03727556226250057,0.9305210535563666,0.015398305552298208,1493,4,3.115874079035499,0.32007386154319745,3.0,0.0,9.261027336120605,5.801074981689453,8.0,3.180339813232422,10.108380317687988,5.717156887054443,8.602325439453125,3.397674560546875,1914.5072021484375,1220.617431640625,1604.99951171875,638.4310302734375,4.039111137390137,0.5617399215698242,4.076259136199951,0.40019702911376953
NegsiRNA_G2_NS,0.5991946326361762,0.3098928663465712,8,12.599873734152915,13.202068763869338,8.621320343559642,6.32842712474619,11.92923237089391,12.876042650318428,7.58276253029822,5.846160149842165,0.9534887562291028,0.05297925365828926,0.9616787992563767,0.03790970716028902,348,20.420669086886228,18.983458080254653,16.43882316983769,6.045777912052848,19.109171616423772,17.132077144922942,15.620499351813306,5.658001182675905,0.9447271060331137,0.04574058998915929,0.9474876761099569,0.021222270747899008,643,54.43842870711372,38.64422251913875,45.02894610725696,22.55431501342825,50.2224545632284,34.994776389584636,41.46157859995203,20.143875992859385,0.9329476644351377,0.032942730584243185,0.9311176460378243,0.01677066865834298,1669,5,3.1246255242660275,0.3356917782930955,3.0,0.0,10.818077087402344,6.581095218658447,9.433980941772461,4.048816204071045,11.927526473999023,6.360498428344727,10.630146026611328,3.9219422340393066,1598.4720458984375,1096.620361328125,1279.5587158203125,495.18524169921875,3.874558448791504,0.5640028119087219,3.8727047443389893,0.40967440605163574
CLIP1_C2_NS,0.6271847618950738,0.2540117899576823,2,10.414213562373096,7.656854249492383,10.414213562373096,5.414213562373097,10.0,7.0710678118654755,10.0,5.0,0.9738310345615128,0.03700850583638144,0.9738310345615128,0.026168965438487235,251,19.991197203768692,22.50560204793398,13.313708498984766,6.071067811865482,18.452554175414406,20.0568745728352,12.736648783028555,5.654170182482991,0.9400676782431193,0.04012427961055362,0.9416944540455899,0.017282910359312842,637,62.531605196981836,44.70006311124344,53.82793194148105,30.299831645537296,57.217384335226484,40.21911512949481,49.800713961861064,27.34442926865712,0.9267239487038464,0.03613921026010849,0.928171994554507,0.016228075115334528,1586,5,3.1387137452711222,0.35465111360825724,3.0,0.0,8.034708976745605,5.2809343338012695,6.7082037925720215,2.7082037925720215,8.463142395019531,5.234529972076416,7.0,2.757359504699707,1102.427001953125,766.6593627929688,895.7057495117188,314.08843994140625,3.532492160797119,0.5732161402702332,3.5214767456054688,0.40253376960754395
FHOD1_D1_NS,0.6069694095187717,0.2820485432942708,0,,,,,,,,,,,,,251,20.69983959389913,24.041067539143604,12.785113019775686,5.41421356237322,18.854187563315005,20.790135423872712,12.206555615733702,5.0495854312056885,0.9316701230846995,0.06208685444394135,0.9399537608406537,0.01878300355608209,731,59.88276531287579,40.274465791239976,52.05719499741725,25.88561808316404,54.53779800477778,35.49718099117016,48.25971404805462,23.65153451359901,0.9253613866406297,0.0435727753139134,0.928746676140522,0.017208688375873527,1785,5,3.1394957983193277,0.3512806073616878,3.0,0.0,8.155638694763184,4.617053508758545,7.071067810058594,2.5989317893981934,8.594644546508789,4.493136882781982,7.6157732009887695,2.6157732009887695,1173.32666015625,802.4656372070312,946.2368774414062,355.90606689453125,3.572219133377075,0.5978092551231384,3.5676941871643066,0.4235692024230957
NegsiRNA_L2_NO,0.6395147111680772,0.24796040852864584,1,3.4142135623730954,,3.4142135623730954,0.0,3.1622776601683795,,3.1622776601683795,0.0,0.9262096826685896,,0.9262096826685896,0.0,466,18.777264858412256,14.781472000454828,15.672203781998913,6.7011416316251315,17.517082156554178,13.549146027772494,14.884859010557483,6.166829990045045,0.9398256771936293,0.04469892043845396,0.942141682035557,0.01802186790050231,695,47.460647008493694,38.856171962569796,36.68558545218122,20.371876953196455,43.40891655871298,34.82963058045895,33.765634238905555,18.286689863332576,0.9290685524598774,0.04204424660435501,0.9317100746064528,0.018555898145619865,1887,5,3.126126126126126,0.3383162131584016,3.0,0.0,9.14732551574707,7.702454566955566,7.211102485656738,3.2111024856567383,9.810565948486328,7.484551906585693,8.0,3.180339813232422,1447.4517822265625,894.8278198242188,1229.3597412109375,444.9316711425781,3.794187545776367,0.5612529516220093,3.813917398452759,0.38393354415893555
NegsiRNA_G2_NO,0.540201399061415,0.37541241115993923,1,58.89949493661165,,58.89949493661165,0.0,53.9351462406472,,53.9351462406472,0.0,0.9157149190955348,,0.9157149190955348,0.0,377,21.795049232574392,16.950934824141505,17.500630906745105,7.527122800149947,20.29569548174684,15.310829345300538,16.346933113652273,7.083815914067689,0.9418348570759574,0.03692490736732418,0.943191928685949,0.01869246857588369,738,53.4598977534636,39.12702434698199,44.19270360879767,23.43558986804991,49.24230087870825,35.258397889024145,40.82232257510757,21.729813528774713,0.9333365792440077,0.034943950480530395,0.9316193250826403,0.01896427295201869,1851,5,3.1350621285791465,0.3526809169819778,3.0,0.0,11.892902374267578,7.214484214782715,10.630146026611328,4.369853973388672,13.210896492004395,6.83267879486084,12.0,4.124515533447266,1993.784912109375,1341.0299072265625,1615.177490234375,654.6094970703125,4.070795059204102,0.5550652146339417,4.090811252593994,0.4076361656188965
